Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829227,67.1.1.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829227,67.1.1.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829227,67.1.1.7,..
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Life expectancy,v53829228,67.1.2.1,76.8
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Life expectancy,v53829228,67.1.2.1,77.8
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Life expectancy,v53829228,67.1.2.1,77.9
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Life expectancy,v53829228,67.1.2.1,78.2
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"Low 95% confidence interval, life expectancy",v53829229,67.1.2.2,76.4
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"Low 95% confidence interval, life expectancy",v53829229,67.1.2.2,77.5
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"Low 95% confidence interval, life expectancy",v53829229,67.1.2.2,77.5
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"Low 95% confidence interval, life expectancy",v53829229,67.1.2.2,77.8
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"High 95% confidence interval, life expectancy",v53829230,67.1.2.3,77.1
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"High 95% confidence interval, life expectancy",v53829230,67.1.2.3,78.1
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"High 95% confidence interval, life expectancy",v53829230,67.1.2.3,78.2
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,"High 95% confidence interval, life expectancy",v53829230,67.1.2.3,78.5
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the Canada rate (number),v53829231,67.1.2.4,0.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the Canada rate (number),v53829231,67.1.2.4,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the Canada rate (number),v53829231,67.1.2.4,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the Canada rate (number),v53829231,67.1.2.4,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the provincial rate (number),v53829232,67.1.2.5,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the provincial rate (number),v53829232,67.1.2.5,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the provincial rate (number),v53829232,67.1.2.5,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from the provincial rate (number),v53829232,67.1.2.5,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from reference period five years previous (number),v53829233,67.1.2.7,..
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from reference period five years previous (number),v53829233,67.1.2.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from reference period five years previous (number),v53829233,67.1.2.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Males,Statistically different from reference period five years previous (number),v53829233,67.1.2.7,..
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Life expectancy,v53829234,67.1.3.1,81.2
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Life expectancy,v53829234,67.1.3.1,82.6
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Life expectancy,v53829234,67.1.3.1,82.6
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Life expectancy,v53829234,67.1.3.1,82.8
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"Low 95% confidence interval, life expectancy",v53829235,67.1.3.2,80.9
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"Low 95% confidence interval, life expectancy",v53829235,67.1.3.2,82.2
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"Low 95% confidence interval, life expectancy",v53829235,67.1.3.2,82.2
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"Low 95% confidence interval, life expectancy",v53829235,67.1.3.2,82.5
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"High 95% confidence interval, life expectancy",v53829236,67.1.3.3,81.6
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"High 95% confidence interval, life expectancy",v53829236,67.1.3.3,82.9
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"High 95% confidence interval, life expectancy",v53829236,67.1.3.3,82.9
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,"High 95% confidence interval, life expectancy",v53829236,67.1.3.3,83.1
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the Canada rate (number),v53829237,67.1.3.4,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the Canada rate (number),v53829237,67.1.3.4,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the Canada rate (number),v53829237,67.1.3.4,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the Canada rate (number),v53829237,67.1.3.4,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the provincial rate (number),v53829238,67.1.3.5,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the provincial rate (number),v53829238,67.1.3.5,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the provincial rate (number),v53829238,67.1.3.5,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from the provincial rate (number),v53829238,67.1.3.5,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from reference period five years previous (number),v53829239,67.1.3.7,..
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from reference period five years previous (number),v53829239,67.1.3.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from reference period five years previous (number),v53829239,67.1.3.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At birth,Females,Statistically different from reference period five years previous (number),v53829239,67.1.3.7,..
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Life expectancy,v53829240,67.2.1.1,18.4
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Life expectancy,v53829240,67.2.1.1,19.3
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Life expectancy,v53829240,67.2.1.1,19.3
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Life expectancy,v53829240,67.2.1.1,19.6
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829241,67.2.1.2,18.2
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829241,67.2.1.2,19.1
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829241,67.2.1.2,19.2
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829241,67.2.1.2,19.4
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829242,67.2.1.3,18.5
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829242,67.2.1.3,19.4
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829242,67.2.1.3,19.5
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829242,67.2.1.3,19.7
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829243,67.2.1.4,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829243,67.2.1.4,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829243,67.2.1.4,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829243,67.2.1.4,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829244,67.2.1.5,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829244,67.2.1.5,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829244,67.2.1.5,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829244,67.2.1.5,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829245,67.2.1.7,..
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829245,67.2.1.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829245,67.2.1.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829245,67.2.1.7,..
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Life expectancy,v53829246,67.2.2.1,16.7
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Life expectancy,v53829246,67.2.2.1,17.6
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Life expectancy,v53829246,67.2.2.1,17.7
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Life expectancy,v53829246,67.2.2.1,18.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829247,67.2.2.2,16.5
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829247,67.2.2.2,17.4
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829247,67.2.2.2,17.5
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829247,67.2.2.2,17.8
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"High 95% confidence interval, life expectancy",v53829248,67.2.2.3,17.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"High 95% confidence interval, life expectancy",v53829248,67.2.2.3,17.8
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"High 95% confidence interval, life expectancy",v53829248,67.2.2.3,18.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,"High 95% confidence interval, life expectancy",v53829248,67.2.2.3,18.2
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the Canada rate (number),v53829249,67.2.2.4,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the Canada rate (number),v53829249,67.2.2.4,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the Canada rate (number),v53829249,67.2.2.4,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the Canada rate (number),v53829249,67.2.2.4,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the provincial rate (number),v53829250,67.2.2.5,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the provincial rate (number),v53829250,67.2.2.5,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the provincial rate (number),v53829250,67.2.2.5,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from the provincial rate (number),v53829250,67.2.2.5,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from reference period five years previous (number),v53829251,67.2.2.7,..
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from reference period five years previous (number),v53829251,67.2.2.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from reference period five years previous (number),v53829251,67.2.2.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Males,Statistically different from reference period five years previous (number),v53829251,67.2.2.7,..
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Life expectancy,v53829252,67.2.3.1,19.8
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Life expectancy,v53829252,67.2.3.1,20.7
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Life expectancy,v53829252,67.2.3.1,20.7
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Life expectancy,v53829252,67.2.3.1,20.9
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829253,67.2.3.2,19.6
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829253,67.2.3.2,20.5
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829253,67.2.3.2,20.5
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829253,67.2.3.2,20.7
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"High 95% confidence interval, life expectancy",v53829254,67.2.3.3,20.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"High 95% confidence interval, life expectancy",v53829254,67.2.3.3,21.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"High 95% confidence interval, life expectancy",v53829254,67.2.3.3,21.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,"High 95% confidence interval, life expectancy",v53829254,67.2.3.3,21.1
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the Canada rate (number),v53829255,67.2.3.4,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the Canada rate (number),v53829255,67.2.3.4,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the Canada rate (number),v53829255,67.2.3.4,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the Canada rate (number),v53829255,67.2.3.4,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the provincial rate (number),v53829256,67.2.3.5,-1.0
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the provincial rate (number),v53829256,67.2.3.5,-1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the provincial rate (number),v53829256,67.2.3.5,-1.0
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from the provincial rate (number),v53829256,67.2.3.5,-1.0
2000/2002,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from reference period five years previous (number),v53829257,67.2.3.7,..
2005/2007,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from reference period five years previous (number),v53829257,67.2.3.7,1.0
2006/2008,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from reference period five years previous (number),v53829257,67.2.3.7,..
2007/2009,"North Simcoe Muskoka Health Integration Network, Ontario",3512,At age 65,Females,Statistically different from reference period five years previous (number),v53829257,67.2.3.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Life expectancy,v53829258,68.1.1.1,77.8
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Life expectancy,v53829258,68.1.1.1,79.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Life expectancy,v53829258,68.1.1.1,78.9
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Life expectancy,v53829258,68.1.1.1,79.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829259,68.1.1.2,77.6
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829259,68.1.1.2,78.8
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829259,68.1.1.2,78.7
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829259,68.1.1.2,78.7
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829260,68.1.1.3,78.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829260,68.1.1.3,79.3
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829260,68.1.1.3,79.2
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829260,68.1.1.3,79.2
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the Canada rate (number),v53829261,68.1.1.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the Canada rate (number),v53829261,68.1.1.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the Canada rate (number),v53829261,68.1.1.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the Canada rate (number),v53829261,68.1.1.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the provincial rate (number),v53829262,68.1.1.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the provincial rate (number),v53829262,68.1.1.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the provincial rate (number),v53829262,68.1.1.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from the provincial rate (number),v53829262,68.1.1.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829263,68.1.1.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829263,68.1.1.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829263,68.1.1.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Both sexes,Statistically different from reference period five years previous (number),v53829263,68.1.1.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,Life expectancy,v53829264,68.1.2.1,75.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,Life expectancy,v53829264,68.1.2.1,76.6
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,Life expectancy,v53829264,68.1.2.1,76.5
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,Life expectancy,v53829264,68.1.2.1,76.5
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,"Low 95% confidence interval, life expectancy",v53829265,68.1.2.2,74.7
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,"Low 95% confidence interval, life expectancy",v53829265,68.1.2.2,76.3
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,"Low 95% confidence interval, life expectancy",v53829265,68.1.2.2,76.2
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,"Low 95% confidence interval, life expectancy",v53829265,68.1.2.2,76.2
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,"High 95% confidence interval, life expectancy",v53829266,68.1.2.3,75.3
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,"High 95% confidence interval, life expectancy",v53829266,68.1.2.3,76.9
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,"High 95% confidence interval, life expectancy",v53829266,68.1.2.3,76.8
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,"High 95% confidence interval, life expectancy",v53829266,68.1.2.3,76.8
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the Canada rate (number),v53829267,68.1.2.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the Canada rate (number),v53829267,68.1.2.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the Canada rate (number),v53829267,68.1.2.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the Canada rate (number),v53829267,68.1.2.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the provincial rate (number),v53829268,68.1.2.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the provincial rate (number),v53829268,68.1.2.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the provincial rate (number),v53829268,68.1.2.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from the provincial rate (number),v53829268,68.1.2.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from reference period five years previous (number),v53829269,68.1.2.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from reference period five years previous (number),v53829269,68.1.2.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from reference period five years previous (number),v53829269,68.1.2.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Males,Statistically different from reference period five years previous (number),v53829269,68.1.2.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,Life expectancy,v53829270,68.1.3.1,80.7
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,Life expectancy,v53829270,68.1.3.1,81.4
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,Life expectancy,v53829270,68.1.3.1,81.5
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,Life expectancy,v53829270,68.1.3.1,81.4
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,"Low 95% confidence interval, life expectancy",v53829271,68.1.3.2,80.4
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,"Low 95% confidence interval, life expectancy",v53829271,68.1.3.2,81.1
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,"Low 95% confidence interval, life expectancy",v53829271,68.1.3.2,81.2
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,"Low 95% confidence interval, life expectancy",v53829271,68.1.3.2,81.1
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,"High 95% confidence interval, life expectancy",v53829272,68.1.3.3,81.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,"High 95% confidence interval, life expectancy",v53829272,68.1.3.3,81.8
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,"High 95% confidence interval, life expectancy",v53829272,68.1.3.3,81.8
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,"High 95% confidence interval, life expectancy",v53829272,68.1.3.3,81.7
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the Canada rate (number),v53829273,68.1.3.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the Canada rate (number),v53829273,68.1.3.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the Canada rate (number),v53829273,68.1.3.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the Canada rate (number),v53829273,68.1.3.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the provincial rate (number),v53829274,68.1.3.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the provincial rate (number),v53829274,68.1.3.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the provincial rate (number),v53829274,68.1.3.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from the provincial rate (number),v53829274,68.1.3.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from reference period five years previous (number),v53829275,68.1.3.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from reference period five years previous (number),v53829275,68.1.3.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from reference period five years previous (number),v53829275,68.1.3.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At birth,Females,Statistically different from reference period five years previous (number),v53829275,68.1.3.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Life expectancy,v53829276,68.2.1.1,17.8
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Life expectancy,v53829276,68.2.1.1,18.9
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Life expectancy,v53829276,68.2.1.1,18.8
